uuid,filename,flow,turbidity
02361aa1-4489-486d-b3da-c2c7c2a58794,973.jpg,0.0,
0237667d-617e-48ed-9382-70c9e1e42abb,2159.jpg,0.0,
0238b454-ed02-4ff6-bfe1-31d0c25a121e,13594.jpg,0.0,
023e1bbc-1b49-4f52-81ec-6f95cec980cf,2856.jpg,1.0,7.0
023f16e8-9c51-4ac7-8630-6f1e36e133dc,4896.jpg,1.0,1.0
02412eb1-f39e-4cde-937e-1530ef0f1041,2188.jpg,0.0,
02430714-bb8a-4c30-bd4c-4b886122727f,1859.jpg,0.0,
024735fd-1a7c-458a-a287-473c09be973e,13926.jpg,1.0,2.0
024946b7-5be9-446d-b9c6-863ade44e459,15064.jpg,0.0,
024f2233-eca9-45c9-863e-ae5f62887074,554.jpg,1.0,2.0
0254c980-22d9-4654-8a56-f88e6a090548,5625.jpg,1.0,1.0
0256fa32-d4b5-4d12-b96c-0ccd9da7a4ce,105.jpg,1.0,2.0
0259c7a4-2908-4e52-9dd5-a522d6a2e6dd,308.jpg,1.0,4.0
02716ded-e2ad-47aa-bf0d-3f6bd867ea42,5190.jpg,1.0,1.0
027c15ff-8ae6-4e5e-9ece-e12da1c3615d,1112.jpg,1.0,4.0
027e6655-52bc-4a80-b5d9-8d4f3fa9ad58,284.jpg,0.0,
02831a85-c70d-46cf-8eda-5be16da998e0,3288.jpg,0.0,
02849ff9-8609-41ec-9d5d-0e0bf22a95ec,16369.jpg,1.0,2.0
028bdcee-10c4-4d62-aed1-87a8219386ec,5513.jpg,1.0,1.0
028c9ef3-d146-4baf-aae3-8480571b9689,2778.jpg,0.0,
028da2db-1d09-428a-904a-1162fcb81761,6474.jpg,0.0,
0290b6f8-12d5-4201-86c6-7cda91c11a28,3900.jpg,1.0,1.0
02921cec-82d1-45e0-a33a-fb1e2b5ff6ad,421.jpg,0.0,
02943e11-d4e3-4f78-aad0-dd6d3d4bcc3d,6077.jpg,0.0,
02a51e01-3345-4ed7-8f8b-2d88ac23920f,1658.jpg,0.0,
02a73712-3cc0-45c0-8db5-30ee223b6afe,2785.jpg,0.0,
02a9a41e-b92c-4d58-afde-a9b3cb66d55b,13798.jpg,1.0,3.0
02b41bbd-5986-40cf-911d-24cf3916095e,722.jpg,1.0,2.0
02b6ffec-4dd8-47a9-b2d1-46998c9ff3af,160.jpg,1.0,2.0
02beb449-c82e-4e65-a1fd-407fbd7c2445,2969.jpg,1.0,1.0
02cc028b-eaef-4694-a33e-6196c861f3b3,24.jpg,1.0,8.0
02cc6993-19df-43f4-b909-97cb4ff466da,2427.jpg,0.0,
02d1d493-d15b-47fa-a7c4-da2849afd490,1084.jpg,0.0,
02dc30eb-8cb7-48d2-8f62-2ec820db7a0a,3142.jpg,1.0,2.0
02de0c22-1a1b-4f0e-865c-9e48e05abb2c,5801.jpg,0.0,
02debf55-21ef-4826-a7a6-d21858a8428c,5075.jpg,0.0,
02e3b965-a1b7-4d91-b7df-85e71f6a5bd6,16728.jpg,1.0,2.0
02e70bcb-607a-4e5e-888c-656d8d8ee9e7,2408.jpg,1.0,1.0
02ebe39a-3151-4f88-b34b-c4f091916c51,4512.jpg,1.0,1.0
02f8b91c-311f-4235-bae7-83d67e8452a0,1515.jpg,1.0,3.0
03040880-3a90-41bd-99f5-960772f7aa23,2972.jpg,1.0,4.0
030417a8-7a9b-4306-9287-950caaa795fc,14194.jpg,0.0,
03045298-497c-494b-b971-e53f9ca39c90,14994.jpg,0.0,
030985f9-8ba0-4157-b361-101cb1071abf,15593.jpg,1.0,2.0
030bf958-d749-4c70-8182-7036a64a300d,790.jpg,1.0,1.0
030c5fd3-02c3-4e50-86c3-a24fe38425ec,4978.jpg,0.0,
03150caa-b916-4fbb-a1fa-4bf8190384f2,2820.jpg,1.0,1.0
031d84e0-faf7-4dc5-94ff-7c16b49a5694,2017.jpg,0.0,
032c81aa-592c-4390-af01-30c9ad51414d,4655.jpg,1.0,1.0
0340deff-10b4-4992-835d-d6abfcf13509,17181.jpg,0.0,
034a75ee-1a62-4c76-9971-ee500e304e33,15787.jpg,0.0,
034b2482-a4c0-4be5-b1dc-2b796f67eb85,176.jpg,0.0,
034d8583-e5d7-439c-aefb-8caf693f5c34,1823.jpg,0.0,
034ea39f-4015-45e4-92fa-e283a6b70252,16079.jpg,1.0,2.0
03507dc4-dce6-4ebb-b0e1-734d3b28605e,6426.jpg,0.0,
03526540-0d5c-46b7-8b62-1f02b73dc4cb,6056.jpg,0.0,
0356f60b-7ec4-403a-adbe-5942d1a86aae,221.jpg,0.0,
035d4616-b07f-4c5a-8e62-1d5d8f4b2994,1919.jpg,0.0,
035eb67f-2b22-4a0a-a6f5-b0d569fdd15c,5838.jpg,0.0,
035ef016-34e1-4bb4-8c1b-47e9d83c2bad,291.jpg,1.0,4.0
0360e94e-ee78-41b7-8563-27f3ae84fdc1,2595.jpg,0.0,
0363bc01-2951-4df5-9b5f-96bd7e78789c,2893.jpg,1.0,3.0
036d443b-1de3-4a27-9652-0a37e95be0a3,1548.jpg,0.0,
03711d99-25a7-4880-998f-a1015a9421bd,15625.jpg,1.0,2.0
037c96ac-50b3-403c-9c11-614a8acb2f4f,131.jpg,1.0,0.0
037cbab7-db0f-431c-8431-3b6cf1b243ed,3844.jpg,0.0,
037f51f2-6bb5-4c4a-b5ac-0933582bb65d,1868.jpg,0.0,
0383e117-f777-43b6-998d-587189b30c25,17439.jpg,1.0,4.0
0389d3f0-26fd-41f3-b8cf-e81d17578cdd,1580.jpg,1.0,5.0
038f7b55-070c-4575-b83a-127e0af2c34a,3116.jpg,1.0,4.0
03923665-688e-44be-ad53-bc85655dd583,1549.jpg,1.0,6.0
039501e7-75b4-4e2e-a6d8-1059b862f72c,13611.jpg,0.0,
03960eb9-980a-4f8a-acd3-4e52f36a05f3,15117.jpg,0.0,
039b01a3-5109-4fde-98b1-1d312d5f2ba3,1380.jpg,1.0,4.0
03a1ef28-dcac-467d-be8f-1f59a8516cd3,15425.jpg,1.0,2.0
03a270da-0c44-44c4-be0f-14f8a9ab5dda,2432.jpg,1.0,3.0
03a58046-d0f0-4188-8273-0f9b01b54d21,2866.jpg,1.0,1.0
03a78d23-0466-4d5e-b8fd-d9b8ff3aee91,5243.jpg,1.0,1.0
03a99b6d-3edf-4b5e-b97b-a6bc00cd8b27,3028.jpg,1.0,1.0
03aa2ea5-05ac-4d01-801e-d65452eeedbf,14105.jpg,1.0,2.0
03ae9746-5a3f-4f5b-b1de-9d9cdc0fccc0,2311.jpg,1.0,1.0
03b1efb7-c038-4e97-96ee-93e65cfb6524,508.jpg,1.0,2.0
03ba8d51-ceb8-4936-9cac-eec2ec8f37ac,14725.jpg,0.0,
03bbb6c1-99ae-4637-990d-09ace03482e2,3410.jpg,0.0,
03bce1e5-b4fb-4d06-9052-fea8d9b37791,6879.jpg,1.0,1.0
03bced7e-e581-41ee-8676-c649b0bdbd11,17399.jpg,1.0,4.0
03c85d77-462c-4308-9b90-9bc79fa4226e,980.jpg,0.0,
03c9d874-fbcd-4733-944d-8f32809f8821,1450.jpg,0.0,
03d27c19-eb78-46a8-84c2-08fdae4c17d5,5727.jpg,0.0,
03dcf99c-6872-4c0b-aa49-1f510ae9d6ef,1871.jpg,0.0,
03dea84f-9a4f-44f6-baa6-edc7334911d4,3801.jpg,0.0,
03e3e6a3-72d0-4089-a618-e61d937c4927,2420.jpg,1.0,2.0
03e9ffcc-fb96-4235-9cbb-73b0126f633f,5921.jpg,1.0,2.0
03ecc4c2-3a57-45fb-bd86-f3e40130949a,1812.jpg,0.0,
03f08eed-fd91-4c43-99d9-68a3770630c2,3834.jpg,0.0,
03f420b5-8234-4aa7-bf78-5b11940848e2,5123.jpg,0.0,
03f497e5-e516-4319-92f9-0b85598ceeec,17269.jpg,0.0,
0400bd5b-4342-4125-92f4-c9f0141c7817,15232.jpg,0.0,
04013755-a3c4-448b-aa8a-c3a301650411,3283.jpg,0.0,
04036861-8c54-44ce-b0d7-2e36216d3d76,14740.jpg,0.0,
0415eab9-86f3-4fc2-99e8-9886bd5eb54f,4339.jpg,0.0,
0418a1f5-ebe2-4f76-b2e5-577730580ab9,16438.jpg,1.0,2.0
041a7f18-5388-4bcf-9593-ceac2ae00a56,15910.jpg,1.0,2.0
042c9337-0537-4f9a-8555-76d3bb101cd5,14919.jpg,0.0,
0430baf6-1cc7-4068-9639-567321f9397a,2796.jpg,1.0,6.0
04321a01-ea9a-499f-9bb5-cbe424f979e2,14428.jpg,0.0,
0436e88e-a6cb-40e2-a095-7621c8e71cd3,898.jpg,1.0,1.0
043aae65-146f-4d71-8ab0-1c7d015c2b02,4507.jpg,1.0,1.0
043d0b2c-0ddc-4455-a48d-310e60176597,3452.jpg,0.0,
044254c3-2972-412d-b8ee-a4d0ec8a628c,14608.jpg,0.0,
044333c5-671d-4c71-9158-6f4e54dd1e23,15295.jpg,1.0,6.0
0455426f-f73b-4f30-a962-ff81f4ac21d2,15412.jpg,1.0,2.0
0464b256-cbfb-4cad-91ed-259c2696e8e9,1906.jpg,0.0,
0465a7a9-8b2c-4ca4-bd0e-174cc7309965,3633.jpg,0.0,
04667fab-3186-46b7-9a23-bc2a87e0e75a,2700.jpg,1.0,1.0
046c6bd3-4309-45ee-b410-753a6f26a0ac,13715.jpg,1.0,1.0
047c0a13-f643-45f1-a0f9-856c7e9f5e35,4026.jpg,0.0,
04861300-989e-4347-a9f0-aae44f2044a0,4899.jpg,1.0,1.0
0486962d-de1e-451a-927b-bdfcf082665d,16678.jpg,1.0,2.0
049525c6-1bfa-4783-8039-b70db4b984e8,14861.jpg,0.0,
04978616-2ef6-4d9e-ab71-c5f0352c3c49,6890.jpg,1.0,1.0
04994346-1b2d-4234-ab75-401b277bd77b,3608.jpg,0.0,
049ac7a5-7ef1-402c-8596-a20b7fe359b5,16261.jpg,0.0,
04a152c9-ce1e-47ed-af02-b83ca9413de5,14503.jpg,0.0,
04ac0b21-b47e-4d56-a668-ceac1a0c05d2,6353.jpg,1.0,1.0
04b3c30c-6a6a-4dfd-958e-6e2b88b393ff,779.jpg,0.0,
04b758fc-3a01-418d-9d2d-e4509f25476f,5997.jpg,0.0,
04bccb02-2ccf-4f5a-97ff-e76c9edbf858,4498.jpg,1.0,1.0
04bdb6ad-4291-4ad9-acd9-1c94ba686be6,5061.jpg,1.0,1.0
04beccc0-5218-429d-8017-c977fd0b8043,16185.jpg,0.0,
04c279a3-5e06-4fd6-8d29-012366dae033,4202.jpg,1.0,2.0
04c40467-956c-40e8-9a9a-880ae6ad0fc0,1896.jpg,0.0,
04d255fe-1fb8-44fd-8d64-73dfece023eb,16785.jpg,0.0,
04d5e2e6-f5c3-4e60-9688-5ea5286242b3,308.jpg,0.0,
04dd1a1b-aaad-40b8-a802-fd249a080932,15960.jpg,1.0,2.0
04de4645-4990-408e-9112-94f17060b944,4135.jpg,0.0,
04e04e99-bfcd-4b20-86e0-81853c1b7362,16324.jpg,1.0,2.0
04e1f777-1cfe-4037-a946-9748f04cfa59,5418.jpg,1.0,1.0
04e30c75-3f74-4a2b-976f-0ec2e55ee845,2314.jpg,0.0,
04e7dfa7-e0c1-4d87-92c0-95ff5073aef4,1766.jpg,0.0,
04f21902-634a-4ed4-9fd1-3ac6ad143d32,5799.jpg,0.0,
04f9637e-1f4c-4c73-86ad-ad0efe5319ca,2730.jpg,0.0,
04fe7ff8-212e-4326-9367-d92881851721,6204.jpg,0.0,
04fffa1b-c8d9-49d6-97da-2309e01a3a73,15087.jpg,0.0,
0500d784-0c6d-4a9b-b544-f56e60045ed2,4615.jpg,0.0,
0505f33a-ee26-47e3-89c4-4bea97800d9d,1951.jpg,0.0,
05079c63-21a3-432e-ba14-55f13a6a376a,3460.jpg,0.0,
050fc7a6-5f7b-4147-ac1c-75463ff753a5,14369.jpg,0.0,
0511f404-ab1d-40d4-8221-3daee75ff6c0,311.jpg,1.0,4.0
0512de64-fb36-4c11-9ca0-6c5d1de91ad8,478.jpg,1.0,2.0
0518e256-f4b0-4a55-a714-396b8f261b95,707.jpg,1.0,2.0
051b36c1-e668-4b80-ba18-ba39921e31d2,1765.jpg,0.0,
051c0c70-a8e9-486f-9eed-2f0486cf6f0d,1418.jpg,1.0,4.0
052417eb-971b-4f45-b676-5a56661b3d06,1328.jpg,1.0,3.0
05255d0e-bed5-4d21-bc42-57f6ac3fc2c2,15896.jpg,1.0,2.0
0536a8f6-f604-4b52-8003-228915e04b00,2655.jpg,0.0,
053a8fc2-f32d-466e-9d07-69b7ef94338d,15294.jpg,0.0,
053b9800-3a07-4d0a-a713-72f44ef03e02,2153.jpg,0.0,
053e9a07-c457-454b-991b-1397cfa020ca,144.jpg,1.0,
05442dbb-cb54-4a07-9b34-7cab12e28542,13872.jpg,1.0,1.0
0550cabe-ad08-49fe-a31c-893f665fc5aa,6247.jpg,1.0,1.0
0551f9ee-72d0-4d3e-9cb4-9b30753f86bb,5039.jpg,1.0,1.0
0555ceeb-ca34-4247-8c61-4319ec751153,5816.jpg,0.0,
055e8b82-8c4e-4500-9d20-167f5b7c053f,15705.jpg,1.0,2.0
0561d9eb-bf1d-4fc1-b6b3-f157dc344c6c,15780.jpg,0.0,
056a898d-e006-4086-bb29-3ad6288665d9,2142.jpg,0.0,
056d2121-cff3-40f8-bb1a-92a621325bfd,1980.jpg,0.0,
058073b7-f64e-4582-8fc9-c7c7fafd9925,1557.jpg,0.0,
05847706-2847-490e-b439-456afda284bd,14355.jpg,0.0,
058c5cec-f094-4391-8008-1c44428cb92b,14095.jpg,1.0,2.0
058decd4-580f-49ca-9ce6-c7ba0cd117d1,4441.jpg,1.0,1.0
058ff0fc-8eb7-42b8-82f7-9e78c71a1269,2717.jpg,1.0,1.0
059dab1e-6993-48bf-9d90-f79afaaf7c59,16263.jpg,0.0,
05a342a4-a9d1-44fe-9ffb-d7c582804fad,5064.jpg,1.0,1.0
05ab1532-e0e3-4193-b0ec-598febe03f1a,294.jpg,0.0,
05b76770-bbeb-45bc-8ff1-0335cd4601d2,6924.jpg,1.0,1.0
05b8dafa-87af-4f9b-84e3-47381b79680d,2477.jpg,1.0,4.0
05ba62af-a400-4380-bc23-6e17da0d0aad,381.jpg,0.0,
05bc5bbf-b93e-4077-b24e-3873c7ec1bde,3606.jpg,0.0,
05c023dd-4f7d-41c2-8c9d-47297a900f86,3052.jpg,1.0,4.0
05c2bdf6-8d57-4c06-844a-883a98f88d6b,4461.jpg,1.0,1.0
05cafaac-6d36-4fee-ade4-9f6a5970b447,14878.jpg,0.0,
05cedd01-0ba6-458a-b2d5-859c2c7ecee3,1324.jpg,0.0,
05d02d35-940f-4a4a-a252-8dbc68981607,875.jpg,1.0,1.0
05d26f2d-64e5-4edc-b119-eb7f175ccedd,6330.jpg,1.0,1.0
05d5d409-1312-4b7d-b37b-a3c73a11d52e,1623.jpg,0.0,
05d6e410-1a70-495e-b66b-2138b66a6add,526.jpg,0.0,
05dbc929-c7fb-49db-aba2-f16a2e1861af,2131.jpg,0.0,
05dd19d8-1292-4ccb-94ef-ed4cfad4e554,5444.jpg,1.0,1.0
05e46f1f-c16a-433c-9485-e7028caf0580,16705.jpg,1.0,2.0
05e77469-9f2d-4bd3-a304-5eac2d62f5cc,224.jpg,0.0,
05eca8ce-7cd2-40ca-9874-180b189becbb,4474.jpg,1.0,1.0
05ed52fe-9659-466c-a272-6c341cca6bea,6665.jpg,1.0,1.0
05ee582a-03d4-4f84-ba61-244cd1d22287,16992.jpg,0.0,
05f24a77-c8fb-4e60-acf6-793a40eabe67,13908.jpg,1.0,2.0
05f3e1a6-1fe3-4359-93ad-c9277b8e444c,4228.jpg,1.0,1.0
05fcaa3b-e12a-47e5-982e-7afeea4c8f71,2783.jpg,0.0,
06001a7d-bebd-4f20-9132-908aa854f359,2873.jpg,1.0,7.0
06027adc-c9f3-4555-86c6-38bdb0afc698,13805.jpg,1.0,2.0
06039fa0-32fd-4dd3-b3c6-80d18cca0feb,2103.jpg,0.0,
060b4021-dc26-4303-a3f7-a50536b0f9c7,15915.jpg,1.0,2.0
060b443c-bcad-41db-b8ec-b6b7b88df063,2456.jpg,0.0,
060cf40d-0523-4c5a-98cc-24ea59ab02c0,1864.jpg,0.0,
06119c6e-1bf5-467c-8705-73e870f8027f,1659.jpg,0.0,
0614a869-b90d-4b11-b467-530a52afa4e6,6908.jpg,1.0,1.0
061be50a-43d8-4daa-8407-f86132a3f67e,1808.jpg,1.0,1.0
061ee5cb-8969-4c7b-a081-29ddcfb07a13,13700.jpg,1.0,1.0
0627b87f-00e9-4df0-935f-5357a6b7ea13,4052.jpg,0.0,
062924d0-f2b6-46d3-a269-43b82e9a3d50,14078.jpg,1.0,2.0
0637e127-2f23-450d-b9f4-1984a4975843,709.jpg,1.0,2.0
0637faee-03cb-486d-983b-9757fa8cb7cf,4605.jpg,0.0,
063873d7-e14b-4c97-be6e-e272452755a5,16535.jpg,1.0,2.0
